cluster_column,mutation,cluster_count,distinct_clusters,dataset_name
Nextstrain_clade,23948T,1,21K (Omicron),sars-cov-2-2020-2022
Nextstrain_clade,29830-,1,21K (Omicron),sars-cov-2-2020-2022
Nextstrain_clade,29831-,1,21K (Omicron),sars-cov-2-2020-2022
Nextstrain_clade,29832-,1,21K (Omicron),sars-cov-2-2020-2022
Nextstrain_clade,29833-,1,21K (Omicron),sars-cov-2-2020-2022
Nextstrain_clade,29834-,1,21K (Omicron),sars-cov-2-2020-2022
Nextstrain_clade,29834A,1,"20J (Gamma, V3)",sars-cov-2-2020-2022
Nextstrain_clade,29829-,1,21K (Omicron),sars-cov-2-2020-2022
Nextstrain_clade,29835-,1,21K (Omicron),sars-cov-2-2020-2022
Nextstrain_clade,29837-,3,"20D,21A (Delta),21K (Omicron)",sars-cov-2-2020-2022
Nextstrain_clade,29838-,4,"20C,20D,21A (Delta),21K (Omicron)",sars-cov-2-2020-2022
Nextstrain_clade,29839-,4,"20C,20D,21A (Delta),21K (Omicron)",sars-cov-2-2020-2022
Nextstrain_clade,29840-,4,"20C,20D,21A (Delta),21K (Omicron)",sars-cov-2-2020-2022
Nextstrain_clade,29841-,4,"20C,20D,21A (Delta),21K (Omicron)",sars-cov-2-2020-2022
Nextstrain_clade,29842-,4,"20C,20D,21A (Delta),21K (Omicron)",sars-cov-2-2020-2022
Nextstrain_clade,29836-,1,21K (Omicron),sars-cov-2-2020-2022
Nextstrain_clade,29828-,1,21K (Omicron),sars-cov-2-2020-2022
Nextstrain_clade,29742T,3,"21A (Delta),21I (Delta),21J (Delta)",sars-cov-2-2020-2022
Nextstrain_clade,29645T,1,20E (EU1),sars-cov-2-2020-2022
Nextstrain_clade,28512G,1,"20J (Gamma, V3)",sars-cov-2-2020-2022
Nextstrain_clade,28869T,1,20G,sars-cov-2-2020-2022
Nextstrain_clade,28877T,1,"20J (Gamma, V3)",sars-cov-2-2020-2022
Nextstrain_clade,28878C,1,"20J (Gamma, V3)",sars-cov-2-2020-2022
Nextstrain_clade,28881A,6,"20B,20D,20F,20I (Alpha, V1),20J (Gamma, V3),21K (Omicron)",sars-cov-2-2020-2022
Nextstrain_clade,28881T,3,"21A (Delta),21I (Delta),21J (Delta)",sars-cov-2-2020-2022
Nextstrain_clade,28882A,6,"20B,20D,20F,20I (Alpha, V1),20J (Gamma, V3),21K (Omicron)",sars-cov-2-2020-2022
Nextstrain_clade,28883C,6,"20B,20D,20F,20I (Alpha, V1),20J (Gamma, V3),21K (Omicron)",sars-cov-2-2020-2022
Nextstrain_clade,28887T,2,"20H (Beta, V2),21C (Epsilon)",sars-cov-2-2020-2022
Nextstrain_clade,28916T,1,21J (Delta),sars-cov-2-2020-2022
Nextstrain_clade,28932T,1,20E (EU1),sars-cov-2-2020-2022
Nextstrain_clade,28977T,1,"20I (Alpha, V1)",sars-cov-2-2020-2022
Nextstrain_clade,29-,13,"20A,20C,20D,20F,20G,20H (Beta, V2),20I (Alpha, V1),20J (Gamma, V3),21A (Delta),21C (Epsilon),21I (Delta),21J (Delta),21K (Omicron)",sars-cov-2-2020-2022
Nextstrain_clade,29362T,1,21C (Epsilon),sars-cov-2-2020-2022
Nextstrain_clade,29402T,3,"21A (Delta),21I (Delta),21J (Delta)",sars-cov-2-2020-2022
Nextstrain_clade,29843-,4,"20C,20D,21A (Delta),21K (Omicron)",sars-cov-2-2020-2022
Nextstrain_clade,28472T,1,20G,sars-cov-2-2020-2022
Nextstrain_clade,29844-,4,"20C,20D,21A (Delta),21K (Omicron)",sars-cov-2-2020-2022
Nextstrain_clade,29846-,4,"20C,20D,21A (Delta),21K (Omicron)",sars-cov-2-2020-2022
Nextstrain_clade,29866-,15,"19A,20A,20B,20C,20D,20F,20G,20H (Beta, V2),20I (Alpha, V1),20J (Gamma, V3),21A (Delta),21C (Epsilon),21I (Delta),21J (Delta),21K (Omicron)",sars-cov-2-2020-2022
Nextstrain_clade,29867-,15,"19A,20A,20B,20C,20D,20F,20G,20H (Beta, V2),20I (Alpha, V1),20J (Gamma, V3),21A (Delta),21C (Epsilon),21I (Delta),21J (Delta),21K (Omicron)",sars-cov-2-2020-2022
Nextstrain_clade,29868-,15,"19A,20A,20B,20C,20D,20F,20G,20H (Beta, V2),20I (Alpha, V1),20J (Gamma, V3),21A (Delta),21C (Epsilon),21I (Delta),21J (Delta),21K (Omicron)",sars-cov-2-2020-2022
Nextstrain_clade,29869-,15,"19A,20A,20B,20C,20D,20F,20G,20H (Beta, V2),20I (Alpha, V1),20J (Gamma, V3),21A (Delta),21C (Epsilon),21I (Delta),21J (Delta),21K (Omicron)",sars-cov-2-2020-2022
Nextstrain_clade,29870-,15,"19A,20A,20B,20C,20D,20F,20G,20H (Beta, V2),20I (Alpha, V1),20J (Gamma, V3),21A (Delta),21C (Epsilon),21I (Delta),21J (Delta),21K (Omicron)",sars-cov-2-2020-2022
Nextstrain_clade,29871-,16,"19A,19B,20A,20B,20C,20D,20F,20G,20H (Beta, V2),20I (Alpha, V1),20J (Gamma, V3),21A (Delta),21C (Epsilon),21I (Delta),21J (Delta),21K (Omicron)",sars-cov-2-2020-2022
Nextstrain_clade,29865-,15,"19A,20A,20B,20C,20D,20F,20G,20H (Beta, V2),20I (Alpha, V1),20J (Gamma, V3),21A (Delta),21C (Epsilon),21I (Delta),21J (Delta),21K (Omicron)",sars-cov-2-2020-2022
Nextstrain_clade,29872-,16,"19A,19B,20A,20B,20C,20D,20F,20G,20H (Beta, V2),20I (Alpha, V1),20J (Gamma, V3),21A (Delta),21C (Epsilon),21I (Delta),21J (Delta),21K (Omicron)",sars-cov-2-2020-2022
Nextstrain_clade,29874-,16,"19A,19B,20A,20B,20C,20D,20F,20G,20H (Beta, V2),20I (Alpha, V1),20J (Gamma, V3),21A (Delta),21C (Epsilon),21I (Delta),21J (Delta),21K (Omicron)",sars-cov-2-2020-2022
Nextstrain_clade,29875-,16,"19A,19B,20A,20B,20C,20D,20F,20G,20H (Beta, V2),20I (Alpha, V1),20J (Gamma, V3),21A (Delta),21C (Epsilon),21I (Delta),21J (Delta),21K (Omicron)",sars-cov-2-2020-2022
Nextstrain_clade,29876-,16,"19A,19B,20A,20B,20C,20D,20F,20G,20H (Beta, V2),20I (Alpha, V1),20J (Gamma, V3),21A (Delta),21C (Epsilon),21I (Delta),21J (Delta),21K (Omicron)",sars-cov-2-2020-2022
Nextstrain_clade,29877-,16,"19A,19B,20A,20B,20C,20D,20F,20G,20H (Beta, V2),20I (Alpha, V1),20J (Gamma, V3),21A (Delta),21C (Epsilon),21I (Delta),21J (Delta),21K (Omicron)",sars-cov-2-2020-2022
Nextstrain_clade,29878-,16,"19A,19B,20A,20B,20C,20D,20F,20G,20H (Beta, V2),20I (Alpha, V1),20J (Gamma, V3),21A (Delta),21C (Epsilon),21I (Delta),21J (Delta),21K (Omicron)",sars-cov-2-2020-2022
Nextstrain_clade,29879-,16,"19A,19B,20A,20B,20C,20D,20F,20G,20H (Beta, V2),20I (Alpha, V1),20J (Gamma, V3),21A (Delta),21C (Epsilon),21I (Delta),21J (Delta),21K (Omicron)",sars-cov-2-2020-2022
Nextstrain_clade,29873-,16,"19A,19B,20A,20B,20C,20D,20F,20G,20H (Beta, V2),20I (Alpha, V1),20J (Gamma, V3),21A (Delta),21C (Epsilon),21I (Delta),21J (Delta),21K (Omicron)",sars-cov-2-2020-2022
Nextstrain_clade,29864-,15,"19A,20A,20B,20C,20D,20F,20G,20H (Beta, V2),20I (Alpha, V1),20J (Gamma, V3),21A (Delta),21C (Epsilon),21I (Delta),21J (Delta),21K (Omicron)",sars-cov-2-2020-2022
Nextstrain_clade,29863-,15,"19A,20A,20B,20C,20D,20F,20G,20H (Beta, V2),20I (Alpha, V1),20J (Gamma, V3),21A (Delta),21C (Epsilon),21I (Delta),21J (Delta),21K (Omicron)",sars-cov-2-2020-2022
Nextstrain_clade,29862-,15,"19A,20A,20B,20C,20D,20F,20G,20H (Beta, V2),20I (Alpha, V1),20J (Gamma, V3),21A (Delta),21C (Epsilon),21I (Delta),21J (Delta),21K (Omicron)",sars-cov-2-2020-2022
Nextstrain_clade,29847-,5,"20C,20D,20G,21A (Delta),21K (Omicron)",sars-cov-2-2020-2022
Nextstrain_clade,29848-,5,"20C,20D,20G,21A (Delta),21K (Omicron)",sars-cov-2-2020-2022
Nextstrain_clade,29849-,5,"20C,20D,20G,21A (Delta),21K (Omicron)",sars-cov-2-2020-2022
Nextstrain_clade,29850-,5,"20C,20D,20G,21A (Delta),21K (Omicron)",sars-cov-2-2020-2022
Nextstrain_clade,29851-,5,"20C,20D,20G,21A (Delta),21K (Omicron)",sars-cov-2-2020-2022
Nextstrain_clade,29852-,10,"19A,20A,20C,20D,20F,20G,20H (Beta, V2),21A (Delta),21J (Delta),21K (Omicron)",sars-cov-2-2020-2022
Nextstrain_clade,29853-,12,"19A,20A,20C,20D,20F,20G,20H (Beta, V2),20I (Alpha, V1),21A (Delta),21I (Delta),21J (Delta),21K (Omicron)",sars-cov-2-2020-2022
Nextstrain_clade,29854-,12,"19A,20A,20C,20D,20F,20G,20H (Beta, V2),20I (Alpha, V1),21A (Delta),21I (Delta),21J (Delta),21K (Omicron)",sars-cov-2-2020-2022
Nextstrain_clade,29855-,14,"19A,20A,20B,20C,20D,20F,20G,20H (Beta, V2),20I (Alpha, V1),20J (Gamma, V3),21A (Delta),21I (Delta),21J (Delta),21K (Omicron)",sars-cov-2-2020-2022
Nextstrain_clade,29856-,14,"19A,20A,20B,20C,20D,20F,20G,20H (Beta, V2),20I (Alpha, V1),20J (Gamma, V3),21A (Delta),21I (Delta),21J (Delta),21K (Omicron)",sars-cov-2-2020-2022
Nextstrain_clade,29857-,14,"19A,20A,20B,20C,20D,20F,20G,20H (Beta, V2),20I (Alpha, V1),20J (Gamma, V3),21A (Delta),21I (Delta),21J (Delta),21K (Omicron)",sars-cov-2-2020-2022
Nextstrain_clade,29858-,14,"19A,20A,20B,20C,20D,20F,20G,20H (Beta, V2),20I (Alpha, V1),20J (Gamma, V3),21A (Delta),21I (Delta),21J (Delta),21K (Omicron)",sars-cov-2-2020-2022
Nextstrain_clade,29859-,14,"19A,20A,20B,20C,20D,20F,20G,20H (Beta, V2),20I (Alpha, V1),20J (Gamma, V3),21A (Delta),21I (Delta),21J (Delta),21K (Omicron)",sars-cov-2-2020-2022
Nextstrain_clade,29860-,15,"19A,20A,20B,20C,20D,20F,20G,20H (Beta, V2),20I (Alpha, V1),20J (Gamma, V3),21A (Delta),21C (Epsilon),21I (Delta),21J (Delta),21K (Omicron)",sars-cov-2-2020-2022
Nextstrain_clade,29861-,15,"19A,20A,20B,20C,20D,20F,20G,20H (Beta, V2),20I (Alpha, V1),20J (Gamma, V3),21A (Delta),21C (Epsilon),21I (Delta),21J (Delta),21K (Omicron)",sars-cov-2-2020-2022
Nextstrain_clade,29845-,4,"20C,20D,21A (Delta),21K (Omicron)",sars-cov-2-2020-2022
Nextstrain_clade,28461G,3,"21A (Delta),21I (Delta),21J (Delta)",sars-cov-2-2020-2022
Nextstrain_clade,28370-,1,21K (Omicron),sars-cov-2-2020-2022
Nextstrain_clade,28369-,1,21K (Omicron),sars-cov-2-2020-2022
Nextstrain_clade,25907T,1,20G,sars-cov-2-2020-2022
Nextstrain_clade,2597C,1,21C (Epsilon),sars-cov-2-2020-2022
Nextstrain_clade,26-,14,"20A,20B,20C,20D,20F,20G,20H (Beta, V2),20I (Alpha, V1),20J (Gamma, V3),21A (Delta),21C (Epsilon),21I (Delta),21J (Delta),21K (Omicron)",sars-cov-2-2020-2022
Nextstrain_clade,26149C,1,"20J (Gamma, V3)",sars-cov-2-2020-2022
Nextstrain_clade,26270T,1,21K (Omicron),sars-cov-2-2020-2022
Nextstrain_clade,26456T,1,"20H (Beta, V2)",sars-cov-2-2020-2022
Nextstrain_clade,25904T,1,"20H (Beta, V2)",sars-cov-2-2020-2022
